0 0 0 ..FGBB..FGH..AAGH......ICCCDDI..EE..
1 1 0 ..F.BB..FGH..AAGH....G.ICCCDDI..EE.. G99
1 1 0 ..FGBB..FGH.AA.GH......ICCCDDI..EE.. A99
1 1 0 ..FGBB..FGH..AAGH......ICCCDDI...EE. E99
1 1 0 ..FGBB..FGH..AAGH......ICCCDDIEE.... E98
1 1 0 ..FGBB..FGH..AAGH.......CCCDDI..EE.I I99
1 1 0 ..FGBB..FG...AAGH.....HICCCDDI..EE.. H99
1 1 0 ..FGBB..FGHI.AAGHI......CCCDD...EE.. I98
1 1 0 ..FGBB..FGH..AAGHI.....ICCCDD...EE.. I99
1 1 0 ..FGBB..FGH..AAGH......ICCCDDI.EE... E99
1 1 0 ..FGBB..FGH..AAGH......ICCCDDI....EE E98
2 2 0 ..F.BB..FGH..AAGH....G..CCCDDI..EE.I G99 I99
2 2 0 ..F.BB..FGH..AAGH....G.ICCCDDIEE.... G99 E98
2 2 0 ..FGBB..FGHI.AAGHI......CCCDD....EE. I98 E99
2 2 0 ..FGBB..FG...AAGH.....HICCCDDIEE.... H99 E98
2 2 0 ..FGBB..FGH..AAGHI.....ICCCDD.....EE I99 E98
2 2 0 ..FGBB..FGH..AAGHI.....ICCC.DD..EE.. I99 D99
2 2 0 ..FGBB..FGH..AAGH.......CCCDDI...EEI I99 E99
2 2 0 ..F.BB..FGHI.AAGHI...G..CCCDD...EE.. G99 I98
2 2 0 ..FGBB..FGH..AAGHI.....ICCCDD....EE. I99 E99
2 2 0 ..FGBB..FG...AAGH.....HICCCDDI...EE. H99 E99
2 2 0 ..F.BB..FGH..AAGHI...G.ICCCDD...EE.. G99 I99
2 2 0 ..FGBB..FGH.AA.GH......ICCCDDI.EE... A99 E99
2 2 0 ..FGBB..FGH.AA.GH......ICCCDDIEE.... A99 E98
2 2 0 ..FGBB..FGH.AA.GH......ICCCDDI....EE A99 E98
2 2 0 ..F.BB..FGH.AA.GH....G.ICCCDDI..EE.. G99 A99
2 2 0 ..FGBB..FGH.AA.GH......ICCCDDI...EE. A99 E99
2 2 0 ..FGBB..FGH.AA.GH.......CCCDDI..EE.I A99 I99
2 2 0 ..F.BB..FG...AAGH....GHICCCDDI..EE.. G99 H99
2 2 0 ..FGBB..FGHIAA.GHI......CCCDD...EE.. A99 I98
2 2 0 ..FGBB..FGH..AAGH.......CCCDDIEE...I I99 E98
2 2 0 ..FGBB..FGH..AAGHI.....ICCCDD..EE... I99 E99
2 2 0 ..FGBB..FGH.AA.GHI.....ICCCDD...EE.. A99 I99
2 2 0 ..FBB...FGH..AAGH....G.ICCCDDI..EE.. G99 B99
2 2 0 ..FGBB..FG..AA.GH.....HICCCDDI..EE.. H99 A99
2 2 0 ...GBB...GH.AAFGH...F..ICCCDDI..EE.. F98 A99
2 2 0 ...GBB..FGH.AAFGH......ICCCDDI..EE.. F99 A99
2 2 0 ..FGBB..FGH..AAGH.......CCCDDI.EE..I I99 E99
2 2 0 ..FGBB..FGHI.AAGHI......CCCDD.....EE I98 E98
2 2 0 ..FGBB..FGHI.AAGHI......CCCDD..EE... I98 E99
2 2 0 ..FGBB..FGHI.AAGHI......CCC.DD..EE.. I98 D99
2 2 0 ..F.BB..FGH..AAGH....G.ICCCDDI.EE... G99 E99
2 2 0 ..FGBB..FG...AAGH.....HICCCDDI....EE H99 E98
2 2 0 ..FGBB..FG.I.AAGHI....H.CCCDD...EE.. H99 I98
2 2 0 ..F.BB..FGH..AAGH....G.ICCCDDI....EE G99 E98
2 2 0 ..FGBB..FG...AAGHI....HICCCDD...EE.. H99 I99
2 2 0 ..FGBB..FG...AAGH.....HICCCDDI.EE... H99 E99
2 2 0 ..FGBB..FG...AAGH.....H.CCCDDI..EE.I H99 I99
2 2 0 ..F.BB..FGH..AAGH....G.ICCCDDI...EE. G99 E99
2 2 0 ..FGBB..FGHI.AAGHI......CCCDD.EE.... I98 E98
2 2 0 ..FGBB..FGH..AAGHI.....ICCCDD.EE.... I99 E98
6 6 0 ..F.BB..F..I..AAHI...GH.CCCGDD.EEG.. G97 H99 A99 I98 D99 E99
6 6 0 .BBG.....GH.AAFGH...F...CCCDDI..EE.I F98 G98 B97 A99 I99
6 6 0 BB..H....GH.AAFG....FG..CCCDDI..EE.I F98 G99 B96 H99 A99 I99
6 6 0 BB.G.....GH.AAFGH...F...CCCDDI..EE.I F98 G98 B96 A99 I99
6 6 0 ..FBB...F..I.AA.HI...GH.CCCGDD.EEG.. G97 B99 H99 I98 D99 E99
6 6 0 ..FBB...F.H...AAHI...G.ICCCGDD...GEE G97 B99 A99 I99 D99 E98
6 6 0 .BB.....FGHIAAFGHI...G..CCCDD..EE... F99 G99 B97 A99 I98 E99
6 6 0 .BBG....FGH.AAFGH......ICCCDDI.EE... F99 G98 B97 A99 E99
6 6 0 ..F.BB..F.....AAHI...GHICCCGDD...GEE G97 H99 A99 I99 D99 E98
6 6 0 ..BBH...FGH.AAFG.....G..CCCDDI..EE.I F99 G99 B98 H99 A99 I99
6 6 0 BB......FGHIAAFGHI...G..CCCDD..EE... F99 G99 B96 A99 I98 E99
6 6 0 ..FBBI..FGHI.AAGH....G...CCCDD.EE... G99 B99 I97 C99 D99 E99
6 6 0 ..FBBI..F.HI.AAGH....G..CCCGDD.EE... G98 B99 I97 D99 E99
6 6 0 ..FBBI..F.HI.AAGH....G..CCCGDD....EE G98 B99 I97 D99 E98
6 6 0 ..F.BB..F..IAA..HI...GH.CCCGDD...GEE G97 H99 A99 I98 D99 E98
6 6 0 BB..H...FGH.AAFG.....G.ICCCDDI.EE... F99 G99 B96 H99 A99 E99
6 6 0 BB.G....FGH.AAFGH......ICCCDDI.EE... F99 G98 B96 A99 E99
6 6 0 ..FBB...F.H.AA.GHI...G.ICCCGDD.EE... G98 B99 A99 I99 D99 E99
6 6 0 BBF.....FGH.AA.GH....G.ICCCDDI.EE... F98 G99 B96 A99 E99
6 6 0 ..BB....FG..AAFGH....GHICCCDDI....EE F99 G99 B98 H99 A99 E98
6 6 0 ....BB....H.AAFGHI..FG.ICCCGDD...EE. F98 G98 A99 I99 D99 E99
6 6 0 ..BBH....GH.AAFG....FG.ICCCDDI...EE. F98 G99 B98 H99 A99 E99
6 6 0 ..BBH...FGH.AAFG.....G.ICCCDDI....EE F99 G99 B98 H99 A99 E98
6 6 0 BB......FG..AAFGH....GHICCCDDI....EE F99 G99 B96 H99 A99 E98
6 6 0 ..BBH....GH.AAFG....FG.ICCCDDI....EE F98 G99 B98 H99 A99 E98
6 6 0 BB..H...FGH.AAFG.....G.ICCCDDI....EE F99 G99 B96 H99 A99 E98
6 6 0 BB.G....FGH.AAFGH......ICCCDDI....EE F99 G98 B96 A99 E98
6 6 0 ..FBBI..FGHI.AAGH....G...CCCDD...EE. G99 B99 I97 C99 D99 E99
6 6 0 ..BB.I...GHIAAFGH...FG..CCC.DD..EE.. F98 G99 B98 A99 I97 D99
6 6 0 .BBG....FGH.AAFGHI.....ICCCDD...EE.. F99 G98 B97 A99 I99
6 6 0 ...BB...FG..AAFGH....GHICCCDDI....EE F99 G99 B99 H99 A99 E98
6 6 0 ..FBB...FG.IAA.GHI...GH.CCC.DD..EE.. G99 B99 H99 A99 I98 D99
6 6 0 ..FBB...F.H.AA.GHI...G.ICCCGDD....EE G98 B99 A99 I99 D99 E98
6 6 0 ....BB..FG.IAAFGHI...GH.CCC.DD..EE.. F99 G99 H99 A99 I98 D99
6 6 0 BB..H...FGH.AAFG.....G.ICCCDDIEE.... F99 G99 B96 H99 A99 E98
6 6 0 ..BBHI...GHIAAFG....FG..CCCDD...EE.. F98 G99 B98 H99 A99 I97
6 6 0 BB...I...G.IAAFGH...FGH.CCCDD...EE.. F98 G99 B96 H99 A99 I97
6 6 0 BB.G....FGH.AAFGH......ICCCDDIEE.... F99 G98 B96 A99 E98
6 6 0 ..BBH....GH.AAFG....FG.ICCCDDIEE.... F98 G99 B98 H99 A99 E98
6 6 0 ..BBHI..FGHIAAFG.....G..CCCDD...EE.. F99 G99 B98 H99 A99 I97
6 6 0 ..FBBI..FG.I.AAGH....GH.CCC.DD...EE. G99 B99 H99 I97 D99 E99
6 6 0 ..FBBI..FG.I.AAGH....GH..CCCDD..EE.. G99 B99 H99 I97 C99 D99
6 6 0 ..FBB...F.HIAA..HI...G..CCCGDD...GEE G97 B99 A99 I98 D99 E98
6 6 0 ..FBB...F....AAGHI...GHICCCGDD.EE... G98 B99 H99 I99 D99 E99
6 6 0 ..FBB...F.HI..AAHI...G..CCCGDD.EEG.. G97 B99 A99 I98 D99 E99
6 6 0 ..BB.I...GHIAAFGH...FG..CCCDD..EE... F98 G99 B98 A99 I97 E99
6 6 0 ....BB....H.AAFGHI..FG.ICCCGDDEE.... F98 G98 A99 I99 D99 E98
6 6 0 .BB.H....GH.AAFG....FG..CCCDDI..EE.I F98 G99 B97 H99 A99 I99
6 6 0 ..FBBI..F..I.AAGH....GH.CCCGDD..EE.. G98 B99 H99 I97 D99
6 6 0 .BB.....FGHIAAFGHI...G..CCCDD.EE.... F99 G99 B97 A99 I98 E98
6 6 0 ....BB..F.HIAAF.HI...G..CCCGDD...GEE F99 G97 A99 I98 D99 E98
6 6 0 .BB.....FG..AAFGH....GHICCCDDIEE.... F99 G99 B97 H99 A99 E98
6 6 0 .BBG....FGH.AAFGH......ICCCDDIEE.... F99 G98 B97 A99 E98
6 6 0 ..FBB...F....AAGHI...GHICCCGDD....EE G98 B99 H99 I99 D99 E98
6 6 0 ....BB..F...AAFGHI...GHICCCGDD..EE.. F99 G98 H99 A99 I99 D99
6 6 0 .BB......G..AAFGH...FGHICCCDDIEE.... F98 G99 B97 H99 A99 E98
6 6 0 .BB.H....GH.AAFG....FG.ICCCDDIEE.... F98 G99 B97 H99 A99 E98
6 6 0 ...BB.....H.AAFGHI..FG.ICCCGDD..EE.. F98 G98 B99 A99 I99 D99
6 6 0 .BBG.....GH.AAFGH...F..ICCCDDIEE.... F98 G98 B97 A99 E98
6 6 0 .BB......G..AAFGH...FGHICCCDDI....EE F98 G99 B97 H99 A99 E98
6 6 0 ..F.BB..F..I..AAHI...GH.CCCGDD...GEE G97 H99 A99 I98 D99 E98
6 6 0 ..FBB...F.HI..AAHI...G..CCCGDD...GEE G97 B99 A99 I98 D99 E98
6 6 0 ..BB....FG..AAFGH....GHICCCDDI...EE. F99 G99 B98 H99 A99 E99
6 6 0 .BB.H....GH.AAFG....FG.ICCCDDI....EE F98 G99 B97 H99 A99 E98
6 6 0 .BBG.....GH.AAFGH...F..ICCCDDI....EE F98 G98 B97 A99 E98
6 6 0 ..FBB...F..I.AAGHI...GH.CCCGDD....EE G98 B99 H99 I98 D99 E98
6 6 0 BB..H....GH.AAFG....FG.ICCCDDI....EE F98 G99 B96 H99 A99 E98
6 6 0 BB.G.....GH.AAFGH...F..ICCCDDI....EE F98 G98 B96 A99 E98
6 6 0 ...BB...F.HIAAFGHI...G..CCCGDD..EE.. F99 G98 B99 A99 I98 D99
6 6 0 ..F.BB..FG...AAGHI...GHI.CCCDDEE.... G99 H99 I99 C99 D99 E98
6 6 0 BBF.....FGH.AA.GH....G.ICCCDDI....EE F96 G99 B96 A99 E98
6 6 0 BB..H...FGH.AAFG.....G..CCCDDI..EE.I F99 G99 B96 H99 A99 I99
6 6 0 ..FBB...FGHIAA.GHI...G...CCCDD..EE.. G99 B99 A99 I98 C99 D99
6 6 0 BB.G....FGH.AAFGH.......CCCDDI..EE.I F99 G98 B96 A99 I99
6 6 0 BBF.....FGH.AA.GH....G..CCCDDI..EE.I F98 G99 B96 A99 I99
6 6 0 ..BB....FGHIAAFGHI...G..CCC.DD..EE.. F99 G99 B98 A99 I98 D99
6 6 0 BB..H...FGHIAAFG.I...G..CCCDD...EE.. F99 G99 B96 H99 A99 I98
6 6 0 ..FBB...F..I.AAGHI...GH.CCCGDD.EE... G98 B99 H99 I98 D99 E99
6 6 0 BB..H....GH.AAFG....FG.ICCCDDI...EE. F98 G99 B96 H99 A99 E99
6 6 0 ..F.BB..F...AA.GHI...GHICCCGDD.EE... G98 H99 A99 I99 D99 E99
6 6 0 ..BB....FGH.AAFGH....G..CCCDDI.EE..I F99 G99 B98 A99 I99 E99
6 6 0 .BBG....FGH.AAFGH......ICCCDDI....EE F99 G98 B97 A99 E98
6 6 0 ...BB...FGH.AAFGH....G..CCCDDI.EE..I F99 G99 B99 A99 I99 E99
6 6 0 ..FBB...FG.IAA.GHI...GH.CCCDD..EE... G99 B99 H99 A99 I98 E99
6 6 0 .BBG.....GH.AAFGH...F..ICCCDDI.EE... F98 G98 B97 A99 E99
6 6 0 .BBG.....GH.AAFGH...F..ICCCDDI...EE. F98 G98 B97 A99 E99
6 6 0 .BB.....FG..AAFGH....GH.CCCDDI..EE.I F99 G99 B97 H99 A99 I99
6 6 0 .BBG....FGH.AAFGH.......CCCDDI..EE.I F99 G98 B97 A99 I99
6 6 0 BBF.....FG..AA.GH....GHICCCDDI..EE.. F98 G99 B96 H99 A99
6 6 0 .BB.H...FGH.AAFG.....G.ICCCDDI.EE... F99 G99 B97 H99 A99 E99
6 6 0 .BB.H...FGH.AAFG.....G.ICCCDDI....EE F99 G99 B97 H99 A99 E98
6 6 0 ..BB....FG.IAAFGHI...GH.CCCDD...EE.. F99 G99 B98 H99 A99 I98
6 6 0 ..F.BB..F..IAA..HI...GH.CCCGDD.EEG.. G97 H99 A99 I98 D99 E99
6 6 0 .BB......GH.AAFGHI..FG.ICCCDD....EE. F98 G99 B97 A99 I99 E99
6 6 0 .BB.H...FGH.AAFG.....G..CCCDDI..EE.I F99 G99 B97 H99 A99 I99
6 6 0 .BB.HI..FGHIAAFG.....G..CCCDD...EE.. F99 G99 B97 H99 A99 I97
6 6 0 .BB..I...GHIAAFGH...FG..CCCDD..EE... F98 G99 B97 A99 I97 E99
6 6 0 .BB.H...FGHIAAFG.I...G..CCCDD...EE.. F99 G99 B97 H99 A99 I98
6 6 0 .BB.H...FGH.AAFG.I...G.ICCCDD...EE.. F99 G99 B97 H99 A99 I99
6 6 0 ..FBB...FGHIAA.GHI...G..CCC.DD....EE G99 B99 A99 I98 D99 E98
6 6 0 .BBGH....GH.AAFG....F..ICCCDDI..EE.. F98 G98 B97 H99 A99
6 6 0 .BBGH...FGH.AAFG.......ICCCDDI..EE.. F99 G98 B97 H99 A99
6 6 0 ..FBBI..FG.I.AAGH....GH.CCC.DDEE.... G99 B99 H99 I97 D99 E98
6 6 0 ..BB.....G..AAFGHI..FGHICCCDD...EE.. F98 G99 B98 H99 A99 I99
6 6 0 BB.......G..AAFGH...FGHICCCDDIEE.... F98 G99 B96 H99 A99 E98
6 6 0 BB..H....GH.AAFG....FG.ICCCDDIEE.... F98 G99 B96 H99 A99 E98
6 6 0 BB........H.AAFGHI..FG.ICCCGDD..EE.. F98 G98 B96 A99 I99 D99
6 6 0 ..BB......H.AAFGHI..FG.ICCCGDD..EE.. F98 G98 B98 A99 I99 D99
6 6 0 ..FBB...F..I.AA.HI...GH.CCCGDD...GEE G97 B99 H99 I98 D99 E98
6 6 0 ..FBB...F.H.AA..HI...G.ICCCGDDEE.G.. G97 B99 A99 I99 D99 E98
6 6 0 ..FBB...F....AA.HI...GHICCCGDD...GEE G97 B99 H99 I99 D99 E98
6 6 0 BB.G.....GH.AAFGH...F..ICCCDDIEE.... F98 G98 B96 A99 E98
6 6 0 BBF.....FGH.AA.GH....G.ICCCDDIEE.... F96 G99 B96 A99 E98
6 6 0 .BB.......H.AAFGHI..FG.ICCCGDD..EE.. F98 G98 B97 A99 I99 D99
6 6 0 BB......FGHIAAFGHI...G..CCCDD.....EE F99 G99 B96 A99 I98 E98
6 6 0 .BB.....FGHIAAFGHI...G..CCCDD.....EE F99 G99 B97 A99 I98 E98
6 6 0 .BB.H....GH.AAFG.I..FG.ICCCDD...EE.. F98 G99 B97 H99 A99 I99
6 6 0 BB.......G..AAFGHI..FGHICCCDD...EE.. F98 G99 B96 H99 A99 I99
6 6 0 ..BB....FGHIAAFGHI...G..CCCDD.....EE F99 G99 B98 A99 I98 E98
6 6 0 ...BB...FGHIAAFGHI...G..CCCDD.....EE F99 G99 B99 A99 I98 E98
6 6 0 BB...I...GHIAAFGH...FG..CCC.DD..EE.. F98 G99 B96 A99 I97 D99
6 6 0 .BB......GH.AAFGH...FG..CCCDDI.EE..I F98 G99 B97 A99 I99 E99
6 6 0 ..BB.....GH.AAFGH...FG..CCCDDI.EE..I F98 G99 B98 A99 I99 E99
6 6 0 BB...I...GHIAAFGH...FG..CCCDD....EE. F98 G99 B96 A99 I97 E99
6 6 0 ..FBB...FG.I.AAGHI...GH..CCCDD..EE.. G99 B99 H99 I98 C99 D99
6 6 0 ..FBB...F....AA.HI...GHICCCGDDEE.G.. G97 B99 H99 I99 D99 E98
6 6 0 ....BB......AAFGHI..FGHICCCGDD..EE.. F98 G98 H99 A99 I99 D99
6 6 0 BB......FG..AAFGH....GHICCCDDI.EE... F99 G99 B96 H99 A99 E99
6 6 0 BB.G.....GH.AAFGHI..F..ICCCDD...EE.. F98 G98 B96 A99 I99
6 6 0 .BB.....FG..AAFGH....GHICCCDDI.EE... F99 G99 B97 H99 A99 E99
6 6 0 ..BB....FG..AAFGH....GHICCCDDI.EE... F99 G99 B98 H99 A99 E99
6 6 0 .BB......GH.AAFGHI..FG.ICCC.DD..EE.. F98 G99 B97 A99 I99 D99
6 6 0 ...BB....GH.AAFGHI..FG.ICCC.DD..EE.. F98 G99 B99 A99 I99 D99
6 6 0 ...BB...FG..AAFGH....GHICCCDDI.EE... F99 G99 B99 H99 A99 E99
6 6 0 ....BB....H.AAFGHI..FG.ICCCGDD.EE... F98 G98 A99 I99 D99 E99
6 6 0 BB.G.....GH.AAFGH...F..ICCCDDI...EE. F98 G98 B96 A99 E99
6 6 0 ....BB...G..AAFGH...FGH.CCCDDI.EE..I F98 G99 H99 A99 I99 E99
6 6 0 ....BB..FG..AAFGH....GH.CCCDDI.EE..I F99 G99 H99 A99 I99 E99
6 6 0 ..FBB...FGHI.AAGHI...G...CCCDD....EE G99 B99 I98 C99 D99 E98
6 6 0 ....BB....H.AAF.HI..FG.ICCCGDDEE.G.. F98 G97 A99 I99 D99 E98
6 6 0 .BBG.I..FGHIAAFGH.......CCCDD...EE.. F99 G98 B97 A99 I97
6 6 0 BB..H....GH.AAFG....FG.ICCCDDI.EE... F98 G99 B96 H99 A99 E99
6 6 0 ...BB....G..AAFGH...FGHICCCDDI.EE... F98 G99 B99 H99 A99 E99
6 6 0 ...BB....GH.AAFGHI..FG.ICCCDD..EE... F98 G99 B99 A99 I99 E99
6 6 0 ...GBB..FG.IAAFGHI....H.CCC.DD.EE... F99 H99 A99 I98 D99 E99
6 6 0 ...BB...FGHIAAFGHI...G..CCCDD.EE.... F99 G99 B99 A99 I98 E98
6 6 0 ....BB...G..AAFGHI..FGHICCCDD..EE... F98 G99 H99 A99 I99 E99
6 6 0 ..FBB...F..I.AAGHI...GH.CCCGDDEE.... G98 B99 H99 I98 D99 E98
6 6 0 ..FBB...F...AA.GHI...GHICCCGDD..EE.. G98 B99 H99 A99 I99 D99
6 6 0 ....BB..FG.IAAFGHI...GH.CCCDD.EE.... F99 G99 H99 A99 I98 E98
6 6 0 .BB.....FGH.AAFGH....G..CCCDDIEE...I F99 G99 B97 A99 I99 E98
6 6 0 ....BB..F.HIAAFGHI...G..CCCGDD.EE... F99 G98 A99 I98 D99 E99
6 6 0 ..BB....FGH.AAFGH....G..CCCDDIEE...I F99 G99 B98 A99 I99 E98
6 6 0 .BB......GH.AAFGH...FG..CCCDDIEE...I F98 G99 B97 A99 I99 E98
6 6 0 ..BB.I..FGHIAAFGH....G..CCCDD.EE.... F99 G99 B98 A99 I97 E98
6 6 0 .BBG.I...GHIAAFGH...F...CCCDD...EE.. F98 G98 B97 A99 I97
6 6 0 ..BB....FGH.AAFGHI...G.ICCC.DD..EE.. F99 G99 B98 A99 I99 D99
6 6 0 ..BB.....GH.AAFGH...FG..CCCDDIEE...I F98 G99 B98 A99 I99 E98
6 6 0 ...BB...FGH.AAFGH....G..CCCDDIEE...I F99 G99 B99 A99 I99 E98
6 6 0 BB..HI..FGHIAAFG.....G..CCCDD...EE.. F99 G99 B96 H99 A99 I97
6 6 0 BB.......GH.AAFGHI..FG.ICCCDD.....EE F98 G99 B96 A99 I99 E98
6 6 0 .BB......GH.AAFGHI..FG.ICCCDD.....EE F98 G99 B97 A99 I99 E98
6 6 0 BBF..I..FGHIAA.GH....G..CCCDD...EE.. F98 G99 B96 A99 I97
6 6 0 .BB..I...GHIAAFGH...FG..CCC.DD..EE.. F98 G99 B97 A99 I97 D99
6 6 0 ..BB.....GH.AAFGHI..FG.ICCCDD.....EE F98 G99 B98 A99 I99 E98
6 6 0 ...BB....GH.AAFGHI..FG.ICCCDD.....EE F98 G99 B99 A99 I99 E98
6 6 0 .BB.....FGH.AAFGHI...G.ICCC.DD..EE.. F99 G99 B97 A99 I99 D99
6 6 0 ..FBB...FG.IAA.GHI...GH.CCCDD.....EE G99 B99 H99 A99 I98 E98
7 7 0 ...BB....G..AAFGH...FGH.CCCDDIEE...I F98 G99 B99 H99 A99 I99 E98
7 7 0 ...GBB..FG.IAAFGHI....H..CCCDDEE.... F99 H99 A99 I98 C99 D99 E98
7 7 0 ..F.BB..FG.IAA.GHI...GH..CCCDD.EE... G99 H99 A99 I98 C99 D99 E99
7 7 0 ...GBB..FG..AAFGHI....HI.CCCDDEE.... F99 H99 A99 I99 C99 D99 E98
7 7 0 ....BB..F...AAFGHI...GHICCCGDD...EE. F99 G98 H99 A99 I99 D99 E99
7 7 0 ..F.BB..FG.IAA.GHI...GH..CCCDD....EE G99 H99 A99 I98 C99 D99 E98
7 7 0 ..BB....FG..AAFGHI...GHICCCDD..EE... F99 G99 B98 H99 A99 I99 E99
7 7 0 ..BBH...FGHIAAFG.I...G..CCCDD....EE. F99 G99 B98 H99 A99 I98 E99
7 7 0 .BB.HI...GHIAAFG....FG..CCCDD.....EE F98 G99 B97 H99 A99 I97 E98
7 7 0 .BBG.I...GHIAAFGH...F...CCCDD.....EE F98 G98 B97 A99 I97 E98
7 7 0 .BBG.I...GHIAAFGH...F...CCCDD.EE.... F98 G98 B97 A99 I97 E98
7 7 0 ..FBBI..FGHIAA.GH....G...CCCDDEE.... G99 B99 A99 I97 C99 D99 E98
7 7 0 ..F.BB..FG..AA.GHI...GHI.CCCDDEE.... G99 H99 A99 I99 C99 D99 E98
7 7 0 ..FBBI..FGHIAA.GH....G...CCCDD.EE... G99 B99 A99 I97 C99 D99 E99
7 7 0 ...BB....G..AAFGH...FGH.CCCDDI...EEI F98 G99 B99 H99 A99 I99 E99
7 7 0 ..BB.....G..AAFGH...FGH.CCCDDI.EE..I F98 G99 B98 H99 A99 I99 E99
7 7 0 ..BB....F.H.AAFGHI...G.ICCCGDDEE.... F99 G98 B98 A99 I99 D99 E98
7 7 0 .BB.......HIAAFGHI..FG..CCCGDDEE.... F98 G98 B97 A99 I98 D99 E98
7 7 0 .BB.....F.H.AAFGHI...G.ICCCGDDEE.... F99 G98 B97 A99 I99 D99 E98
7 7 0 ..FBB...FGHIAA.GHI...G...CCCDD.EE... G99 B99 A99 I98 C99 D99 E99
7 7 0 ....BB..F..IAAFGHI...GH.CCCGDD...EE. F99 G98 H99 A99 I98 D99 E99
7 7 0 ...GBB...G.IAAFGHI..F.H..CCCDDEE.... F98 H99 A99 I98 C99 D99 E98
7 7 0 BB......FG..AAFGH....GH.CCCDDI...EEI F99 G99 B96 H99 A99 I99 E99
7 7 0 ...BB.....HIAAFGHI..FG..CCCGDDEE.... F98 G98 B99 A99 I98 D99 E98
7 7 0 ..FBB...F..I..AAHI...GH.CCCGDDEE.G.. G97 B99 H99 A99 I98 D99 E98
7 7 0 ..F.BB..FG..AA.GHI...GHI.CCCDD...EE. G99 H99 A99 I99 C99 D99 E99
7 7 0 ..BB......HIAAFGHI..FG..CCCGDDEE.... F98 G98 B98 A99 I98 D99 E98
7 7 0 ..F.BB..FG.IAA.GHI...GH..CCCDD...EE. G99 H99 A99 I98 C99 D99 E99
7 7 0 ....BB......AAF.HI..FGHICCCGDD...GEE F98 G97 H99 A99 I99 D99 E98
7 7 0 ..FBB...FG...AAGHI...GHI.CCCDD...EE. G99 B99 H99 I99 C99 D99 E99
7 7 0 ..FBB...FGHIAA.GHI...G...CCCDD...EE. G99 B99 A99 I98 C99 D99 E99
7 7 0 ....BB...GHIAAFGHI..FG...CCCDD.EE... F98 G99 A99 I98 C99 D99 E99
7 7 0 ....BB.....IAAFGHI..FGH.CCCGDD.EE... F98 G98 H99 A99 I98 D99 E99
7 7 0 ....BB...G.IAAFGHI..FGH.CCC.DDEE.... F98 G99 H99 A99 I98 D99 E98
7 7 0 ....BB.....IAAFGHI..FGH.CCCGDD....EE F98 G98 H99 A99 I98 D99 E98
7 7 0 ....BB.....IAAF.HI..FGH.CCCGDD.EEG.. F98 G97 H99 A99 I98 D99 E99
7 7 0 ..FBBI..F.HI..AAH....G..CCCGDDEE.G.. G97 B99 A99 I97 D99 E98
7 7 0 ..FBB...FGH.AA.GHI...G.I.CCCDD....EE G99 B99 A99 I99 C99 D99 E98
7 7 0 ....BB..FGHIAAFGHI...G...CCCDD...EE. F99 G99 A99 I98 C99 D99 E99
7 7 0 ..F.BB..FG..AA.GHI...GHI.CCCDD.EE... G99 H99 A99 I99 C99 D99 E99
7 7 0 ...GBB..FG..AAFGHI....HI.CCCDD....EE F99 H99 A99 I99 C99 D99 E98
7 7 0 ....BB..FG..AAFGHI...GHICCC.DD.EE... F99 G99 H99 A99 I99 D99 E99
7 7 0 ..FBBI..F..I.AAGH....GH.CCCGDD...EE. G98 B99 H99 I97 D99 E99
7 7 0 ....BB...GH.AAFGHI..FG.I.CCCDD.EE... F98 G99 A99 I99 C99 D99 E99
7 7 0 ....BB..FGH.AAFGHI...G.I.CCCDD...EE. F99 G99 A99 I99 C99 D99 E99
7 7 0 ..FBB...FG...AAGHI...GHI.CCCDD....EE G99 B99 H99 I99 C99 D99 E98
7 7 0 ...GBB...G.IAAFGHI..F.H..CCCDD...EE. F98 H99 A99 I98 C99 D99 E99
7 7 0 .BB..I..FG.IAAFGH....GH.CCCDD....EE. F99 G99 B97 H99 A99 I97 E99
7 7 0 ..BB....FGH.AAFGHI...G.ICCC.DDEE.... F99 G99 B98 A99 I99 D99 E98
7 7 0 ....BB...G.IAAFGHI..FGH.CCC.DD.EE... F98 G99 H99 A99 I98 D99 E99
7 7 0 .BB.H...FGH.AAFG.....G..CCCDDI...EEI F99 G99 B97 H99 A99 I99 E99
7 7 0 .BBG....FGH.AAFGH.......CCCDDI...EEI F99 G98 B97 A99 I99 E99
7 7 0 ....BB..FG..AAFGHI...GHICCC.DDEE.... F99 G99 H99 A99 I99 D99 E98
7 7 0 ..FBB...F...AA..HI...GHICCCGDD.EEG.. G97 B99 H99 A99 I99 D99 E99
7 7 0 ..BB.....GH.AAFGHI..FG.ICCC.DDEE.... F98 G99 B98 A99 I99 D99 E98
7 7 0 BB.......G..AAFGH...FGH.CCCDDI...EEI F98 G99 B96 H99 A99 I99 E99
7 7 0 ...GBB...G.IAAFGHI..F.H..CCCDD.EE... F98 H99 A99 I98 C99 D99 E99
7 7 0 .BB......GH.AAFGHI..FG.ICCC.DDEE.... F98 G99 B97 A99 I99 D99 E98
7 7 0 ....BB..FGH.AAFGHI...G.I.CCCDD....EE F99 G99 A99 I99 C99 D99 E98
7 7 0 ..F.BB..FG..AA.GHI...GHI.CCCDD....EE G99 H99 A99 I99 C99 D99 E98
7 7 0 ....BB...G..AAFGHI..FGHICCC.DDEE.... F98 G99 H99 A99 I99 D99 E98
